run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	read_count	base_count	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	fastq_md5	fastq_ftp	fastq_galaxy	sample_alias	broker_name	sample_title	first_created
SRR10911025	SAMN13878814	SRS6012874	SRX7578674	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	137_21Feb19	PAIRED	AMPLICON	METAGENOMIC	PCR	35487	21363174	2020-01-20	2020-01-20	Illumina MiSeq sequencing: Fecal microbiota of patients treated for rCDI by capsule FMT	Capsule Patients	PRJNA311224	137_21Feb19	87fe3622ded9e841c909241629a879d5;2f1e9389d651e3997fe58e516b4c25fc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/025/SRR10911025/SRR10911025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/025/SRR10911025/SRR10911025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/025/SRR10911025/SRR10911025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/025/SRR10911025/SRR10911025_2.fastq.gz	137_21Feb19		Metagenome or environmental sample from gut metagenome	2020-01-20
SRR10911028	SAMN13878811	SRS6012871	SRX7578671	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	137_11Mar19	PAIRED	AMPLICON	METAGENOMIC	PCR	37253	22426306	2020-01-20	2020-01-20	Illumina MiSeq sequencing: Fecal microbiota of patients treated for rCDI by capsule FMT	Capsule Patients	PRJNA311224	137_11Mar19	889359ad6dcc7c1115f634fcd3d9aca4;e1b22f8e16ec6046e8948171de924507	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/028/SRR10911028/SRR10911028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/028/SRR10911028/SRR10911028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/028/SRR10911028/SRR10911028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/028/SRR10911028/SRR10911028_2.fastq.gz	137_11Mar19		Metagenome or environmental sample from gut metagenome	2020-01-20
SRR10911033	SAMN13878807	SRS6012866	SRX7578666	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	134_21Mar19	PAIRED	AMPLICON	METAGENOMIC	PCR	39805	23962610	2020-01-20	2020-01-20	Illumina MiSeq sequencing: Fecal microbiota of patients treated for rCDI by capsule FMT	Capsule Patients	PRJNA311224	134_21Mar19	288ce4084726a11b9b69ede5879121a8;5c7265998c64346f0077b7171cd85f4e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/033/SRR10911033/SRR10911033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/033/SRR10911033/SRR10911033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/033/SRR10911033/SRR10911033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/033/SRR10911033/SRR10911033_2.fastq.gz	134_21Mar19		Metagenome or environmental sample from gut metagenome	2020-01-20
SRR10911034	SAMN13878806	SRS6012865	SRX7578665	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	134_11Mar19	PAIRED	AMPLICON	METAGENOMIC	PCR	28917	17408034	2020-01-20	2020-01-20	Illumina MiSeq sequencing: Fecal microbiota of patients treated for rCDI by capsule FMT	Capsule Patients	PRJNA311224	134_11Mar19	7cb5394dbf4daf437bdbbcaa855b4848;d5dc3363f144b79da2ead19688e4dc3f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/034/SRR10911034/SRR10911034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/034/SRR10911034/SRR10911034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/034/SRR10911034/SRR10911034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/034/SRR10911034/SRR10911034_2.fastq.gz	134_11Mar19		Metagenome or environmental sample from gut metagenome	2020-01-20
SRR10911035	SAMN13878805	SRS6012864	SRX7578664	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	134_04Mar19	PAIRED	AMPLICON	METAGENOMIC	PCR	22285	13415570	2020-01-20	2020-01-20	Illumina MiSeq sequencing: Fecal microbiota of patients treated for rCDI by capsule FMT	Capsule Patients	PRJNA311224	134_04Mar19	18c839a58704f0dd6f7cc788137cb8bd;3bd6586fedaeb21a4bfe40eb72e06f79	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/035/SRR10911035/SRR10911035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/035/SRR10911035/SRR10911035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/035/SRR10911035/SRR10911035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/035/SRR10911035/SRR10911035_2.fastq.gz	134_04Mar19		Metagenome or environmental sample from gut metagenome	2020-01-20
SRR10911036	SAMN13878804	SRS6012863	SRX7578663	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	136_22Mar19	PAIRED	AMPLICON	METAGENOMIC	PCR	20523	12354846	2020-01-20	2020-01-20	Illumina MiSeq sequencing: Fecal microbiota of patients treated for rCDI by capsule FMT	Capsule Patients	PRJNA311224	136_22Mar19	920279a1c5ba2fe87b56f9fbd7ec60cd;decffaadfa0aae3cc0456a0a2f26ba57	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/036/SRR10911036/SRR10911036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/036/SRR10911036/SRR10911036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/036/SRR10911036/SRR10911036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/036/SRR10911036/SRR10911036_2.fastq.gz	136_22Mar19		Metagenome or environmental sample from gut metagenome	2020-01-20
SRR10911037	SAMN13878803	SRS6012862	SRX7578662	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	136_22Apr19	PAIRED	AMPLICON	METAGENOMIC	PCR	26347	15860894	2020-01-20	2020-01-20	Illumina MiSeq sequencing: Fecal microbiota of patients treated for rCDI by capsule FMT	Capsule Patients	PRJNA311224	136_22Apr19	b7d270ce92b6ba158c92c3a092b0f1fd;fd253f1c32fd7364435073b2cc799cd8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/037/SRR10911037/SRR10911037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/037/SRR10911037/SRR10911037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/037/SRR10911037/SRR10911037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/037/SRR10911037/SRR10911037_2.fastq.gz	136_22Apr19		Metagenome or environmental sample from gut metagenome	2020-01-20
SRR10911038	SAMN13878802	SRS6012861	SRX7578661	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	136_08Apr19	PAIRED	AMPLICON	METAGENOMIC	PCR	25415	15299830	2020-01-20	2020-01-20	Illumina MiSeq sequencing: Fecal microbiota of patients treated for rCDI by capsule FMT	Capsule Patients	PRJNA311224	136_08Apr19	7cfb704929c1f6c32bfb0644b8020646;5d3d7417e6bf9b777a10f019e965e214	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/038/SRR10911038/SRR10911038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/038/SRR10911038/SRR10911038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/038/SRR10911038/SRR10911038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/038/SRR10911038/SRR10911038_2.fastq.gz	136_08Apr19		Metagenome or environmental sample from gut metagenome	2020-01-20
SRR10911040	SAMN13878800	SRS6012859	SRX7578659	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	141_23Apr19	PAIRED	AMPLICON	METAGENOMIC	PCR	28555	17190110	2020-01-20	2020-01-20	Illumina MiSeq sequencing: Fecal microbiota of patients treated for rCDI by capsule FMT	Capsule Patients	PRJNA311224	141_23Apr19	3f30c75516af6d1a328dcb01b96b287a;add10e62f2f666ab787cdbd3441518d4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/040/SRR10911040/SRR10911040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/040/SRR10911040/SRR10911040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/040/SRR10911040/SRR10911040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/040/SRR10911040/SRR10911040_2.fastq.gz	141_23Apr19		Metagenome or environmental sample from gut metagenome	2020-01-20
SRR10911045	SAMN13878796	SRS6012854	SRX7578654	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	141_06Apr19	PAIRED	AMPLICON	METAGENOMIC	PCR	30217	18190634	2020-01-20	2020-01-20	Illumina MiSeq sequencing: Fecal microbiota of patients treated for rCDI by capsule FMT	Capsule Patients	PRJNA311224	141_06Apr19	3775341de692b725a28306f9f60def80;bde43ecff1204e4f8a3614a937d65752	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/045/SRR10911045/SRR10911045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/045/SRR10911045/SRR10911045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/045/SRR10911045/SRR10911045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/045/SRR10911045/SRR10911045_2.fastq.gz	141_06Apr19		Metagenome or environmental sample from gut metagenome	2020-01-20
SRR10911053	SAMN13878780	SRS6012846	SRX7578646	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	140_17Apr19	PAIRED	AMPLICON	METAGENOMIC	PCR	36109	21737618	2020-01-20	2020-01-20	Illumina MiSeq sequencing: Fecal microbiota of patients treated for rCDI by capsule FMT	Capsule Patients	PRJNA311224	140_17Apr19	ed70fa7bda81f03a8454ceb8f96fa84a;ec7674b69050ead1b0504aa4eb247975	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/053/SRR10911053/SRR10911053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/053/SRR10911053/SRR10911053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/053/SRR10911053/SRR10911053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/053/SRR10911053/SRR10911053_2.fastq.gz	140_17Apr19		Metagenome or environmental sample from gut metagenome	2020-01-20
SRR14068230	SAMN18326807	SRS8574771	SRX10442670	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	158_08Jan20	PAIRED	AMPLICON	METAGENOMIC	PCR	97392	58629984	2021-03-29	2021-03-29	Illumina MiSeq sequencing: Gut microbiota in patients treated with FMT for C. difficile infection	Capsule Patients	PRJNA311224	158_08Jan20	3286675d3b2828813843e32dfe0f28a5;f7c0f514e8baa1a4dc3eced30fa4d427	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/030/SRR14068230/SRR14068230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/030/SRR14068230/SRR14068230_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/030/SRR14068230/SRR14068230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/030/SRR14068230/SRR14068230_2.fastq.gz	158_08Jan20		Metagenome or environmental sample from gut metagenome	2021-03-29
SRR14068231	SAMN18326806	SRS8574770	SRX10442669	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	158_01Jan20	PAIRED	AMPLICON	METAGENOMIC	PCR	124313	74836426	2021-03-29	2021-03-29	Illumina MiSeq sequencing: Gut microbiota in patients treated with FMT for C. difficile infection	Capsule Patients	PRJNA311224	158_01Jan20	bee44310b11b8ed3fca427cd704a4927;56c88ffb20a0a3f19a8493bbb846f1b3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/031/SRR14068231/SRR14068231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/031/SRR14068231/SRR14068231_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/031/SRR14068231/SRR14068231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/031/SRR14068231/SRR14068231_2.fastq.gz	158_01Jan20		Metagenome or environmental sample from gut metagenome	2021-03-29
SRR14068232	SAMN18326805	SRS8574769	SRX10442668	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	154_25Jan20	PAIRED	AMPLICON	METAGENOMIC	PCR	113962	68605124	2021-03-29	2021-03-29	Illumina MiSeq sequencing: Gut microbiota in patients treated with FMT for C. difficile infection	Capsule Patients	PRJNA311224	154_25Jan20	f4d34b0e842e9be7f52c3503a4f4ba62;6c3c17fb61a2f38cf6dd5ddd2ac70078	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/032/SRR14068232/SRR14068232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/032/SRR14068232/SRR14068232_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/032/SRR14068232/SRR14068232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/032/SRR14068232/SRR14068232_2.fastq.gz	154_25Jan20		Metagenome or environmental sample from gut metagenome	2021-03-29
SRR14068233	SAMN18326804	SRS8574768	SRX10442667	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	154_19Feb20	PAIRED	AMPLICON	METAGENOMIC	PCR	87780	52843560	2021-03-29	2021-03-29	Illumina MiSeq sequencing: Gut microbiota in patients treated with FMT for C. difficile infection	Capsule Patients	PRJNA311224	154_19Feb20	7f1198bd8a7b82e5eff1ce0c7b8c2ba9;8d6fd96cc3fd625c7d5a5ea89491f402	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/033/SRR14068233/SRR14068233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/033/SRR14068233/SRR14068233_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/033/SRR14068233/SRR14068233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/033/SRR14068233/SRR14068233_2.fastq.gz	154_19Feb20		Metagenome or environmental sample from gut metagenome	2021-03-29
SRR14068242	SAMN18326827	SRS8574759	SRX10442658	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	163_25Mar20	PAIRED	AMPLICON	METAGENOMIC	PCR	89009	53583418	2021-03-29	2021-03-29	Illumina MiSeq sequencing: Gut microbiota in patients treated with FMT for C. difficile infection	Capsule Patients	PRJNA311224	163_25Mar20	a037c55470ed04b286572402f548890f;6d514a038f382c68a8f6c1bea856c24b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/042/SRR14068242/SRR14068242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/042/SRR14068242/SRR14068242_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/042/SRR14068242/SRR14068242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/042/SRR14068242/SRR14068242_2.fastq.gz	163_25Mar20		Metagenome or environmental sample from gut metagenome	2021-03-29
SRR14068245	SAMN18326824	SRS8574756	SRX10442655	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	163_08Apr20	PAIRED	AMPLICON	METAGENOMIC	PCR	98118	59067036	2021-03-29	2021-03-29	Illumina MiSeq sequencing: Gut microbiota in patients treated with FMT for C. difficile infection	Capsule Patients	PRJNA311224	163_08Apr20	2c1abbe0e79e61236874dbbfde4da1f1;3e82bdf7c8902ab4fefb197942b01632	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/045/SRR14068245/SRR14068245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/045/SRR14068245/SRR14068245_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/045/SRR14068245/SRR14068245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/045/SRR14068245/SRR14068245_2.fastq.gz	163_08Apr20		Metagenome or environmental sample from gut metagenome	2021-03-29
SRR14068246	SAMN18326823	SRS8574755	SRX10442654	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	162_29Mar20	PAIRED	AMPLICON	METAGENOMIC	PCR	93618	56358036	2021-03-29	2021-03-29	Illumina MiSeq sequencing: Gut microbiota in patients treated with FMT for C. difficile infection	Capsule Patients	PRJNA311224	162_29Mar20	7a06404cdb12d6f5bec6c83f668380ba;da0d274cf2eafc019adbf3411f49e4be	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/046/SRR14068246/SRR14068246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/046/SRR14068246/SRR14068246_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/046/SRR14068246/SRR14068246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/046/SRR14068246/SRR14068246_2.fastq.gz	162_29Mar20		Metagenome or environmental sample from gut metagenome	2021-03-29
SRR14068247	SAMN18326822	SRS8574754	SRX10442653	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	162_23Mar20	PAIRED	AMPLICON	METAGENOMIC	PCR	83244	50112888	2021-03-29	2021-03-29	Illumina MiSeq sequencing: Gut microbiota in patients treated with FMT for C. difficile infection	Capsule Patients	PRJNA311224	162_23Mar20	ab39d8d167adbd69e609b318c344073c;0aa7d46741aab5cf072307d2948b3932	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/047/SRR14068247/SRR14068247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/047/SRR14068247/SRR14068247_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/047/SRR14068247/SRR14068247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/047/SRR14068247/SRR14068247_2.fastq.gz	162_23Mar20		Metagenome or environmental sample from gut metagenome	2021-03-29
SRR14068251	SAMN18326818	SRS8574750	SRX10442649	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	161_25Feb20	PAIRED	AMPLICON	METAGENOMIC	PCR	104824	63104048	2021-03-29	2021-03-29	Illumina MiSeq sequencing: Gut microbiota in patients treated with FMT for C. difficile infection	Capsule Patients	PRJNA311224	161_25Feb20	248eb863db1dc98f74633685cb2d5ca4;4d894df90b2a479860755042bba986d3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/051/SRR14068251/SRR14068251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/051/SRR14068251/SRR14068251_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/051/SRR14068251/SRR14068251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/051/SRR14068251/SRR14068251_2.fastq.gz	161_25Feb20		Metagenome or environmental sample from gut metagenome	2021-03-29
SRR14068257	SAMN18326813	SRS8574744	SRX10442643	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	159_25Jan20	PAIRED	AMPLICON	METAGENOMIC	PCR	92972	55969144	2021-03-29	2021-03-29	Illumina MiSeq sequencing: Gut microbiota in patients treated with FMT for C. difficile infection	Capsule Patients	PRJNA311224	159_25Jan20	b21bb5903377620ec6a3c243d5dd9877;399876614e0b99fee375d8dcb361b8e9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/057/SRR14068257/SRR14068257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/057/SRR14068257/SRR14068257_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/057/SRR14068257/SRR14068257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/057/SRR14068257/SRR14068257_2.fastq.gz	159_25Jan20		Metagenome or environmental sample from gut metagenome	2021-03-29
SRR3201876	SAMN04480794	SRS1299549	SRX1611365	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	TS-25Jan15	PAIRED	AMPLICON	METAGENOMIC	PCR	423628	255024056	2016-04-20	2016-06-27	Illumina HiSeq 2500 sequencing: TS-25Jan15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	TS-25Jan15	072bcacd22d2dbbd60b82880f743260a;e7c49634d68c9cad9fa6c44903f54203	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3201876/SRR3201876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3201876/SRR3201876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3201876/SRR3201876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3201876/SRR3201876_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR3201878	SAMN04480794	SRS1299549	SRX1611367	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	DF-24Oct15	PAIRED	AMPLICON	METAGENOMIC	PCR	189369	95063238	2016-04-20	2016-06-27	Illumina HiSeq 2500 sequencing: DF-24Oct15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	DF-24Oct15	f4424dda542297d2a51eae269c098ad7;33967ee1517ef1775a722359d4b654b4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3201878/SRR3201878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3201878/SRR3201878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3201878/SRR3201878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3201878/SRR3201878_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR3201879	SAMN04480794	SRS1299549	SRX1611368	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	KJ-23Oct15	PAIRED	AMPLICON	METAGENOMIC	PCR	276192	138648384	2016-04-20	2016-06-27	Illumina HiSeq 2500 sequencing: KJ-23Oct15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	KJ-23Oct15	0e714a876368caba49664e0699dadff3;a36382af8ca0ef6c8cb659f8a6eaf836	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR3201879/SRR3201879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR3201879/SRR3201879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR3201879/SRR3201879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR3201879/SRR3201879_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR3201881	SAMN04480794	SRS1299549	SRX1611370	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	AC-14May15	PAIRED	AMPLICON	METAGENOMIC	PCR	376056	226385712	2016-04-20	2016-06-27	Illumina MiSeq sequencing: AC-14May15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	AC-14May15	98d7eb8cde1f95b36e29d58ff5dcb00b;4e4b02d0734b4f746e85b983a9fda702	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3201881/SRR3201881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3201881/SRR3201881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3201881/SRR3201881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3201881/SRR3201881_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR3201882	SAMN04480794	SRS1299549	SRX1611371	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	AC-19May15	PAIRED	AMPLICON	METAGENOMIC	PCR	401505	241706010	2016-04-20	2016-06-27	Illumina MiSeq sequencing: AC-19May15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	AC-19May15	2d3df8b0587b0db40e23f54b36874188;acc451345e45b40623d85ea79f04c71e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR3201882/SRR3201882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR3201882/SRR3201882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR3201882/SRR3201882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR3201882/SRR3201882_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR3201883	SAMN04480794	SRS1299549	SRX1611372	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	AC-23May15	PAIRED	AMPLICON	METAGENOMIC	PCR	342632	206264464	2016-04-20	2016-06-27	Illumina MiSeq sequencing: AC-23May15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	AC-23May15	a39bd396f59eb37cf45d11703e65be24;f310c4fc4359917d25db0b9885519f72	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR3201883/SRR3201883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR3201883/SRR3201883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR3201883/SRR3201883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR3201883/SRR3201883_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR3201886	SAMN04480794	SRS1299549	SRX1611375	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	AJ-25May15	PAIRED	AMPLICON	METAGENOMIC	PCR	317240	190978480	2016-04-20	2016-06-27	Illumina MiSeq sequencing: AJ-25May15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	AJ-25May15	a0b846b8a97ba7b7528da97ceb98877e;eab9d3891172454288b9ee28c62c8692	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3201886/SRR3201886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3201886/SRR3201886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3201886/SRR3201886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3201886/SRR3201886_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
